|,huzarensla,هوزارينسلا
|,hunian,هونيان
|,humoristis,هوموريستيس
|,humifikasi,هوميفيكسي
|,humbut,هومبوت
|,humat,هومت
|,humanistis,هومنيستيس
|,humanisasi,هومنيسسي
|,hukumullah,حكومو الله
|,hudi,هودي
|,hubulwatan,هوبولوطن
|,hortikulturis,حورتيكولتوريس
|,horor,هورور
|,hornblenda,حورنبليندا
|,hormefobia,حورمفوبيا
|,hoplofobia,هوڤلوفوبيا
|,hoplofilia,هوڤلوفيليا
|,honoris,هونوريس
|,honorer,هونورير
|,hongkong,هوڠكوڠ
|,homologasi,هومولوڬسي
|,homo,هومو
|,homeostasi,هومياوستاسي
|,holografis,هولوڬرافيس
|,holobentos,هولوبنتوس
|,hiu,هياو
|,hitung-hitung,هيتوڠ-هيتوڠ
|,hitler-jugend,هيتلر-جوڬيند
|,histrionik,هيستريونئ
|,historikus,هيستوريكوس
|,histopatologi,هيستوڤتولوڬي
|,histokimia,هيستوكيميا
|,histerospasme,هيستروسڤسمى
|,histerosel,هيستروسل
|,histeroplasti,هيستروڤلاستي
|,histerisis,هيستريسيس
|,histerikal,هيستريكل
|,hirsutisme,هيرسوتيسمى
|,hipsifobia,هيڤسيفوبيا
|,hipotiroid,هيڤوتيرواد
|,hipotenusa,هيڤوتنوسا
|,hipoplasia,هيڤوڤلاسيا
|,hipomorf,هيڤوموف
|,hipomnesia,هيڤومنيسيا
|,hipomastia,هيڤومستيا
|,hipoksemia,هيڤوك سايميا
|,hipokritis,هيڤوكريتيس
|,hipokampus,هيڤوكمڤوس
|,hipokampal,هيڤوكمڤل
|,hipofremia,هيڤوفريميا
|,hipnolangsing,هيڤنولڠسيڠ
|,hipnofobia,هيڤنوفوبيا
|,hiperurisemia,هيڤيروريسميا
|,hipertrofi,هيڤيرتروفي
|,hipertrikosis,هيڤيرتريكوسيس
|,hipertonik,هيڤيرتونيك
|,hipersonik,هيڤيرسونيك
|,hipersalin,هيڤيرسالين
|,hipermedia,هيڤيرميديا
|,hiperkorek,هيڤيركوريق
|,hiperkelas,هيڤيركلس
|,hiperkalsemia,هيڤيركلسميا
|,hiperhidrosis,هيڤيرهيدروسيس
|,hipergolik,هيڤيرڬوليق
|,hiperglisemia,هيڤيرڬليسيميا
|,hiperglikemik,هيڤيرڬليكيميك
|,hiperglikemia,هيڤيرڬليكيميا
|,hiperbolis,هيڤيربوليس
|,hiperbarik,هيڤيرباريق
|,hiperandrogen,هيڤيرندروڬن
|,hiperamonemia,هيڤيرامونيميا
|,hiosiamina,هياوسيامينا
|,hindu,هيندو
|,himenoplastis,هيمينوڤلستيس
|,hilirisasi,هيليريساسي
|,hijaiah,حجاءيه
|,higrometri,هيڬروميتري
|,higrofobia,هيڬروفوبيا
|,higrofilia,هيڬروفيليا
|,higlokemia,هيڬلوكميا
|,hietografi,هيايتوڬرافي
|,hierofobia,هيايروفوبيا
|,hielofobia,هيايلوفوبيا
|,hidroselulosa,هيدروسلولوسا
|,hidropsoma,هيدروڤسوم
|,hidronefrosis,هيدرونيفروسيس
|,hidrometri,هيدروميتري
|,hidromekanika,هيدروميكانيكا
|,hidromagnetik,هيدرومڬنيتيق
|,hidrologia,هيدرولوڬيا
|,hidrolitik,هيدروليتيق
|,hidrolisat,هيدروليست
|,hidroksilisin,هيدروقسيليسين
|,hidrokortison,هيدروكورتيسون
|,hidrokinetika,هيدروقينيتيكا
|,hidrofitik,هيدروفيتيق
|,hidrofilia,هيدروفيليا
|,hidrodinamika,هيدرودينمايك
|,hidro,هيدرو
|,hidraulika,هيدراوليك
|,hibrida,هيبريد
|,hiatal,هيةال
|,hewan,هيوان
|,heterotrof,هيتيروتروف
|,heterosfer,هيتيروسفير
|,heteropolimer,هيتيروڤوليمير
|,heteronomi,هيتيرونومي
|,heterogenitas,هيتيروڬينيتس
|,heterogami,هيتيروڬمي
|,heteroatom,هيتيرواتوم
|,hesperidin,هيسڤريدين
|,herpetolog,هيرڤتولوڬ
|,heroik,هيروءيق
|,herniotomi,هيرنياوتومي
|,heritabilitas,هيريتابيليتاس
|,herbal,هيربل
|,heptameter,هيڤتامتر
|,hepatologi,هيڤتولوڬي
|,henoteisme,هينوتيئسمى
|,henle,هنلي
|,hemostatik,هيموستاتيق
|,hemostasis,هيموستاسيس
|,hemositometer,هيموسيتوميتر
|,hemosianin,هيموسينين
|,hemoptisis,هيموڤتيسيس
|,hemopteran,هيموڤتران
|,hemofiliak,هيموفيلياك
|,hemodilusi,هيمودلوسي
|,hemikordat,هيميكوردت
|,hemihedral,هيميهيدرال
|,hemiasetal,هيمياسيتل
|,hemeralopi,هيميرالوڤي
|,hematokrit,هيمتوكريت
|,helmintofobia,حلمينتوفوبيا
|,heliofobia,هيليوفوبيا
|,heliofilia,هيليوفيليا
|,heli,هيلي
|,heksasitik,هيكساسيتيق
|,heksameter,هيكسمايتير
|,hebefrenia,هيبيفرينيا
|,hawa,هاوا
|,haute,هاءوت
|,haustorium,هاوستوريوم
|,hatinya,هاتيڽ
|,hastakutub,هستاقطب
|,harungguan,هاروڠڬوان
|,harpaksofobia,هرڤقسوفوبيا
|,haribu,هاريبو
|,haptofobia,هاڤتوفوبيا
|,haploid,هاڤلويد
|,hanyasanya,هاڽساڽ
|,hantu-hantuan,هنتو-هنتوان
|,hankamrata,هنكمرات
|,handeuleum,هندياولاوم
|,han,هن
|,halusinatoris,هالوسيناتوريس
|,haloterapi,هلوتراڤي
|,halogenerator,هلوڬينراتور
|,halogenasi,هلوڬينسي
|,hakulyakin,حقاليقين
|,hakul,حقال
|,hail,هايل
|,hagiolatri,هاڬياولتري
|,hagiokrasi,هاڬياوكراسي
|,hagiografi,هاڬياوڬرافي
|,hadley,حدليي
|,hadat,هادت
|,habibullah,حبيبالله
|,habeas,هابياس
ha,حاء
|,ha,هاء
|,haah,هاعه
|,hab,هب
|,haba,هاب
|,habanera,هبانيرا
|,habeas corpus,هابيئس کورڤس
|,habelur,هابلور
|,habib,حبيب
|,habibi,حبيبي
|,habis,هابيس
|,habis-habis,هابيس٢
|,habis-habisan,هابيس ـ هابيسن
|,habitat,هابيتت
|,habluk,هبلوق
|,hablur,هبلور
|,habluran,هبلورن
|,habuan,هبوان
|,habu (abu),هابو
|,habuk,هابوق
|,habur,هابور
|,hacur,هاچور
|,had,حد
|,hadam,هضم
|,hadanah,حضانه
|,hadap,هادڤ
|,hadap-hadapan,هادڤ ـ هادڤن
|,hadapan,هادڤن
|,hadarah,حضاره
|,hadas,حد·
|,hadiah,هديه
|,hadir,حاضير
|,hadirat,حاضيرات
|,hadirin,حاضيرين
|,hadis,حديث
|,hadok,هادوق
|,hadrah,حضره
|,hadrat,حضرة
|,hafal,حافل
|,hafalan,حافلن
|,hafaz,حفظ
|,hafbek,هفبيک
|,hafiz,حافظ
|,hafnium,هفنيوم
|,hafton,هفتون
|,hagiologi,هاݢيولوݢي
|,hah,هه
|,haha,هاها
|,hahnium,ههنيوم
|,hahu,هاهو
|,hahu-hahu,هاهو٢
|,hai,هاي
|,haid,حيض
|,haiku,هايکو
|,hailam,هايلم
|,hairan,حيران
|,haiwan,حيوان
|,haiwanat,حيوانة
|,haiwani,حيواني
|,haiwaniat,حيوانية
|,haj,حج
|,hajah,حاجه
|,hajam (hajim),حجام
|,hajarulaswad,حجرالأسود
|,hajat,حاجت
|,haji,حاج
|,hajib,حاجيب
|,hajim,حاجيم
|,hak,حق
|,hakaik,حقائق
|,hakam,حکم
|,hakikat,حقيقت
|,hakiki,حقيقي
|,hakim,حاکيم
|,hakir,حقير
|,hakis,هاکيس
|,hakisan,هاکيسن
|,hal,حال
|,hal ehwal,حال احوال
|,hala,هالا
|,halai,هالاي
|,halai-balai,هالاي ـ بالاي
|,halaju,هالاجو
|,halakah,حلقة
|,halal,حلال
|,halalbihalal,حلال بحلال
|,halal-bilhalal,حلال بالحلال
|,halaman,هلامن
|,halamang,هلامڠ
|,halang,هالڠ
|,halangan,هالڠن
|,halap,هالڤ
|,halau,هالاو
|,halba,هلبا
|,halbah,هلبه
|,halban,هلبن
|,haleban,هالبن
|,haleja (leja),هليجا
|,halia,هليا
|,halibut,هليبوت
|,halilintar,هليلينتر
|,halim,حليم
|,halimbubu,هاليمبوبو
|,halimun,هليمون
|,halimunan,هليمونن
|,halipan (lipan),هليڤن
|,halir,هالير
|,halis,هاليس
|,halitosis,هاليتوسيس
|,halkah,حلقة
|,halkat,حلقة
|,halkum,حلقوم
|,halo,هلو
|,haloba,هلوبا
|,halofit,هالوفيت
|,halogen,هالوݢين
|,haluan,هلوان
|,halus,هالوس
|,halus-halus,هالوس٢
|,halusinasi,هالوسيناسي
|,halusinogen,هالوسينوݢن
|,halwa,حلوا
|,ham,هم
|,hama,هام
|,hamal,حمل
|,hamam,حمام
|,hamba,همبا
|,hambar,همبر
|,hambat,همبت
|,hambatan,همبتن
|,hambung,همبوڠ
|,hambur,همبور
|,hamburan,همبورن
|,hamburger,همبورݢر
|,hambus,هامبوس
|,hamik,حاميق
|,hamil,حاميل
|,hamis,هاميس
|,hampa,همڤا
|,hampagas,همڤاݢس
|,hampai,همڤاي
|,hampang,همڤڠ
|,hampar,همڤر
|,hamparan,همڤرن
|,hampas,هامڤس
|,hamper,همڤر
|,hampir,همڤير
|,hampiran,همڤيرن
|,hampir-hampir,همڤير٢
|,hampirkan,همڤيرکن
|,hamput,همڤوت
|,hamster,همستر
|,hamud,هامود
|,hamun,هامون
|,hamzah,همزة
|,hana,هان
|,hanacaraka,هناچاراک
|,hancing,هنچيڠ
|,hancur,هنچور
|,hancuran,هنچورن
|,hancur-mumur,هنچور ـ مومور
|,handai,هنداي
|,handal,هندل
|,handalan,هندلن
|,handam,هندم
|,handam-karam,هندم ـ کارم
|,handasah,هندسة
|,handuh,هندوه
|,handuk,هندوق
|,hang,هڠ
|,hangar,هاڠر
|,hangat,هاڠت
|,hangat-hangat,هاڠت٢
|,hanggau,هڠݢاو
|,hangit,هاڠيت
|,hangus,هاڠوس
|,hansop,هنسوڤ
|,hantam (hentam),هنتم
|,hantar,هانتر
|,hantaran,هانترن
|,hantar-menghantar,هانتر ـ مڠهانتر
|,hantu,هنتو
|,hantuk,هنتوق
|,hanya,هاڽ
|,hanyir,هاپير
|,hanyut,هاپوت
|,hanyutan,هاپوتن
|,hap,هڤ
|,hapak,هاڤق
|,hapas (apas),هاڤس
|,haplografi,هڤلوݢرافي
|,haplologi,هڤلولوݢي
|,haprak,هڤرق
|,hapsikod,هڤسيکود
|,hapus,هاڤوس
|,hara,هارا
|,harab,حرب
|,haraf,حرف
|,harak,هارق
|,harakah,حرکة
|,harakat,حرکة
|,harakiri,هاراکيري
|,haram,حرام
|,harap,هارڤ
|,harapan,هارڤن
|,harap-harap,هارڤ٢
|,harap-harapan,هارڤ ـ هارڤن
|,harapkan,هارڤکن
|,hararah,حرارة
|,hararat,حرارة
|,haras,حرس
|,harau (karau),هاراو
|,harawan,هاراون
|,harbab (rebab),هربب
|,harem,حريم
|,harbi,حربي
|,harfiah,حرفيه
|,harga,هرݢ
|,hari,هاري
|,harian,هارين
|,hari-hari,هاري٢
|,harib,هاريب
|,haribaan,هريباءن
|,harimau,هريماو
|,haring,هاريڠ
|,haris,حاريس
|,harisah,هريسه
|,harkat,حرکة
|,harmatan,هرماتن
|,harmoni,هرموني
|,harmonik,هرمونيک
|,harmonika,هرمونيکا
|,harmonis,هرمونيس
|,harmonium,هرمونيوم
|,harp,هڤ
|,harpsikod,هڤسيکود
|,harta,هرتا
|,hartal,هرتل
|,hartanah,هرتانه
|,hartawan,هرتاون
|,haru,هارو
|,haru-biru,هارو ـ بيرو
|,haru-hara,هارو ـ هارا
|,haruan,هروان
|,harubi,هروبي
|,harum,هاروم
|,haruman,هارومن
|,harum-haruman,هاروم ـ هارومن
|,harung,هاروڠ
|,harung-harung,هاروڠ٢
|,harung-harungan,هاروڠ ـ هاروڠن
|,harus,هاروس
|,has,هس
|,hasab,حسب
|,hasad,حسد
|,hasan,حسن
|,hasanah,حسنه
|,hasar,حسر
|,hasib,حسيب
|,hasid,حاسيد
|,hasienda,هاسييندا
|,hasil,حاصيل
|,hasilan,حاصيلن
|,hasil-mahsul,حاصيل ـ محصول
|,hasrat,حسرت
|,hasta,هستا
|,hasud,حسود
|,hasut,هاسوت
|,hasutan,هاسوتن
|,hasut-menghasut,هاسوت ـ مڠهاسوت
|,hasyiah,حاشية
|,hasyiat,حاشية
|,hasyisy,حشيش
|,hasyur,هاشور
|,hati,هاتي
|,hati-hati,هاتي٢
|,hatif,هاتيف
|,hatrik,هتريک
|,hatta,حتى
|,hau,هاو
|,haud,حوض
|,haul,حول
|,haula,حول
|,haur,حور
|,hauri,حوري
|,haus,هاءوس
|,hausalah,حوصلة
|,hausalat,حوصلة
|,hauskot,هاوسکوت
|,hawa (udara),هاوا
|,hawalah,حوالة
|,hawalat,حوالة
|,hawar,هاور
|,hawar-hawar,هاور٢
|,hawari,حواري
|,hawariun,حواريون
|,hawiah,هاويه
|,haya,هاي
|,haya-haya,هاي٢
|,hayam,هايم
|,hayang (huyung),هايڠ
|,hayat,حيات
|,hayati,حياتي
|,hayo,هايو
|,hebah,هيبه
|,hebahan,هيبهن
|,heban (campak),هيبن
|,heban (dahsyat),هيبان
|,hebat,هيبت
|,hebat-hebatan,هيبت ـ هيبتن
|,heboh,هيبوه
|,hedonis,هيدونيس
|,hedonisme,هيدونيسمى
|,hedonistik,هيدونيستيک
|,hegeh,هيݢيه
|,hegemoni,هيݢيموني
|,heiho,هيئيهو
|,heh,هيه
|,heifer,هيئيفر
|,heksa-,هيکسا
|,heksagon,هيکساݢون
|,heksahedron,هيکساهيدرون
|,heksana,هکسان
|,hektar,هيکتر
|,hekto-,هيکتو ـ 
|,hektogram,هيکتوݢرم
|,hektoliter,هيکتوليتر
|,hektometer,هيکتوميتر
|,hela,هيلا
|,helaan,هيلاءن
|,helah,حيله
|,helai,هلاي
|,helang,هلڠ
|,helat (helah),هيلت
|,helikopter,هيليکوڤتر
|,heliks,هيليک س
|,heliograf,هيليوݢرف
|,heliometer,هيليوميتر
|,heliosentrik,هيليوسينتريک
|,helioskop,هيليوسکوڤ
|,heliostat,هيليوستت
|,helioterapi,هيليوتيراڤي
|,heliotrop,هيليوتروڤ
|,heliotropisme,هيليوتروڤيسمى
|,helipad,هيليڤد
|,helium,هيليوم
|,helmet,هيلميت
|,helmintiasis,هيلمينتياسيس
|,helmintologi,هيلمينتولوݢي
|,helo,هيلو
|,hem,هيم
|,hemah,هيمه
|,hemar,هيمر
|,hemat,هيمت
|,hematan,هيمتن
|,hematit,هيماتيت
|,hematologi,هيماتولوݢي
|,hematuria,هيماتوريا
|,hembalang,همبالڠ
|,hembus,همبوس
|,hembusan,همبوسن
|,hemiplegia,هيميڤليݢيا
|,hemisfera,هيميسفيرا
|,hemlok,هيمولوک
|,hemodialisis,هيمودياليسيس
|,hemofilia,هيموفيليا
|,hemoglobin,هيموݢلوبين
|,hemolisis,هيموليسيس
|,hemoroid,هيموروءيد
|,hempap,همڤڤ
|,hempas,همڤس
|,hempasan,همڤسن
|,hempedal,همڤدل
|,hempedu,همڤدو
|,hempuk,همڤوق
|,hempulur (empulur),همڤولور
|,hendak,هندق
|,hendakkan,هندقکن
|,hendaklah,هندقله
|,hendal,هيندل
|,hendam-karam,هندم ـ کارم
|,hendap,هندڤ
|,henggung,هڠݢوڠ
|,hengit,هڠيت
|,hening,هنيڠ
|,henjar,هنجر
|,hentak,هنتق
|,hentakan,هنتقن
|,hentam,هنتم
|,hentam-menghentam,هنتم ـ مڠهنتم
|,hentaman,هنتمن
|,hentar,هنتر
|,henti,هنتي
|,hentian,هنتين
|,hentimun (mentimun),هنتيمون
|,henyak,هپق
|,hepar,هيڤر
|,hepatik,هيڤاتيک
|,hepatitis,هيڤاتيتيس
|,hepta-,هيڤتا ـ 
|,heptagon,هيڤتاݢون
|,heptahedron,هيڤتاهيدرون
|,heptatlon,هيڤتاتلون
|,herba,هربا
|,herbab (rebab),هربب
|,herbarium,هرباريوم
|,herbivor,هربيۏور
|,herdik,هرديق
|,herdikan,هرديقن
|,hereditamen,هيريديتامن
|,herek,هيريق
|,hereng,هيريڠ
|,heret,هيريت
|,heretan,هيريتن
|,hering (sj burung),هريڠ
|,hering (sj ikan),هيريڠ
|,hermafrodit,هيرمافروديت
|,hernia,هرنيا
|,hero,هيرو
|,heroin,هيروءين
|,heroisme,هيروءيسمى
|,herot,هيروت
|,herot-benyot,هيروت ـ بيپوت
|,herot-berot,هيروت ـ بيروت
|,herotan,هيروتن
|,herpes,هرڤيس
|,herpetologi,هرڤيتولوݢي
|,hertz,هز
|,hesy,هيش
|,hetero-,هيترو ـ 
|,heterodoks,هيترودوکس
|,heterofemi,هيتروفيمي
|,heterogen,هيتروݢن
|,heterograf,هيتروݢرف
|,heteronim,هيترونيم
|,heteronimi,هيترونيمي
|,heteroseksual,هيتروسيکسوال
|,heuristik,هيوريستيک
|,hia,هيا
|,hialit,هياليت
|,hiang,هياڠ
|,hias,هياس
|,hiasan,هياسن
|,hiba,هيبا
|,hibah,هيبه
|,hibbah (hibah),هيبه
|,hibernasi,هيبرناسي
|,hibernat,هيبرنت
|,hibrid,هيبريد
|,hibuk,هيبوق
|,hibur,هيبور
|,hiburan,هيبورن
|,hidang,هيدڠ
|,hidangan,هيدڠن
|,hidap,هيدڤ
|,hidapan,هيدڤن
|,hidayah,هداية
|,hidayat,هداية
|,hidra,هيدرا
|,hidrat,هيدرت
|,hidraulik,هيدراوليک
|,hidrida,هيدريدا
|,hidro -,هيدرو ـ 
|,hidrobiologi,هيدروبيولوݢي
|,hidrodinamik,هيدروديناميک
|,hidroelektrik,هيدروايليکتريک
|,hidrofilik,هيدروفيليک
|,hidrofit,هيدروفيت
|,hidrofobia,هيدروفوبيا
|,hidrofobik,هيدروفوبيک
|,hidrofoil,هيدروفوءيل
|,hidrofon,هيدروفون
|,hidrogen,هيدروݢن
|,hidrogeokimia,هيدروݢيوکيميا
|,hidrogeologi,هيدروݢيولوݢي
|,hidrograf,هيدروݢرف
|,hidrografi,هيدروݢرافي
|,hidrokarbon,هيدروکربون
|,hidroklorik,هيدروکلوريک
|,hidroksida,هيدروکسيدا
|,hidroksil,هيدروکسيل
|,hidrolisis,هيدروليسيس
|,hidrologi,هيدرولوݢي
|,hidrometeorologi,هيدروميتيورولوݢي
|,hidrometer,هيدروميتر
|,hidronimi,هيدرونيمي
|,hidropati,هيدروڤاتي
|,hidroponik,هيدروڤونيک
|,hidrosfera,هيدروسفيرا
|,hidroskop,هيدروسکوڤ
|,hidroterapi,هيدروتيراڤي
|,hidrotropisme,هيدروتروڤيسمى
|,hidrus,هيدروس
|,hidu,هيدو
|,hidung,هيدوڠ
|,hidup,هيدوڤ
|,hidupan,هيدوڤن
|,hidup-hidup,هيدوڤ٢
|,hidup-hidupan,هيدوڤ ـ هيدوڤن
|,hierarki,هيررکي
|,hifa,هيفا
|,hi-fi,هاي ـ فاي
|,higrologi,هيݢرولوݢي
|,higrometer,هيݢروميتر
|,higroskopik,هيݢروسکوڤيک
|,hih,هيه
|,hijab,حجاب
|,hijau,هيجاو
|,hijauan,هيجاوان
|,hijrah (pindah),هجره
|,hijriah,هجرية
|,hikayat,حکايت
|,hikmah,حکمه
|,hikmat,حکمت
|,hilang,هيلڠ
|,hilang-hilang,هيلڠ٢
|,hilang-pintang,هيلڠ ـ ڤينتڠ
|,hilap,هيلڤ
|,hilau,هيلاو
|,hilir,هيلير
|,hiliran,هيليرن
|,hilum,هيلوم
|,himar,حمار
|,himbau,هيمباو
|,himbauan,هيمباوان
|,himen,هيمن
|,himpang,هيمڤڠ
|,himpit,هيمڤيت
|,himpitan,هيمڤيتن
|,himpun,هيمڤون
|,himpunan,هيمڤونن
|,hina,هينا
|,hina-dina,هينا ـ دينا
|,hina-lata,هينا ـ لاتا
|,hina-leta,هينا ـ لتا
|,hina-papa,هينا ـ ڤاڤا
|,hinaan,هيناءن
|,hinap,هينڤ
|,hincit,هينچيت
|,hincut,هينچوت
|,hindar,هيندر
|,hindik,هينديق
|,hingar,هيڠر
|,hingar-bangar,هيڠر ـ باڠر
|,hingar-bingar,هيڠر ـ بيڠر
|,hingga,هيڠݢ
|,hinggakan,هيڠݢاکن
|,hinggan (hingga),هيڠݢن
|,hinggap,هيڠݢڤ
|,hinggut,هيڠݢوت
|,hingus,هيڠوس
|,hingusan,هيڠوسن
|,hio,هيو
|,hiper-,هيڤر ـ 
|,hiperaktif,هيڤراکتيف
|,hiperbola,هيڤربولا
|,hipermetropia,هيڤرميتروڤيا
|,hiperon,هيڤرون
|,hiperpeka,هيڤرڤيکا
|,hipersensitif,هيڤرسينسيتيف
|,hipertensi,هيڤرتينسي
|,hipertermia,هيڤرترميا
|,hiphop,هيڤهوڤ
|,hipi,هيڤي
|,hipnosis,هيڤنوسيس
|,hipnoterapi,هيڤنوتيراڤي
|,hipnotis,هيڤنوتيس
|,hipnotisme,هيڤنوتيسمى
|,hipodermik,هيڤودرميک
|,hipodermis,هيڤودرميس
|,hipoglisemia,هيڤوݢليسيميا
|,hipogram,هيڤوݢرم
|,hipokondria,هيڤوکوندريا
|,hipokotil,هيڤوکوتيل
|,hipokrasi,هيڤوکراسي
|,hipokrit,هيڤوکريت
|,hiponim,هيڤونيم
|,hiponimi,هيڤونيمي
|,hipotaksis,هيڤوتکسيس
|,hipotenus,هيڤوتينوس
|,hipotermia,هيڤوترميا
|,hipotesis,هيڤوتيسيس
|,hipotetikal,هيڤوتيتيکل
|,hipsometer,هيڤسوميتر
|,hiput,هيڤوت
|,hiragana,هيراݢانا
|,hirap,هيرڤ
|,hirau,هيراو
|,hiris,هيريس
|,hirisan,هيريسن
|,hiru-biru,هيرو ـ بيرو
|,hirudin,هيرودين
|,hiruk,هيروق
|,hiruk-pikuk,هيروق ـ ڤيکوق
|,hiruk-piruk,هيروق ـ ڤيروق
|,hirup,هيروڤ
|,hirupan,هيروڤن
|,his,هيس
|,hisab,حساب
|,hisap,هيسڤ
|,hisapan,هيسڤن
|,histamina,هيستامينا
|,histerektomi,هيستريکتومي
|,histerotomi,هيستروتومي
|,histeria,هيستيريا
|,histiografi,هيستيوݢرافي
|,histogenesis,هيستوݢينيسيس
|,histogram,هيستوݢرم
|,histolisis,هيستوليسيس
|,histologi,هيستولوݢي
|,historiografi,هيستوريوݢرافي
|,historisisme,هيستوريسيسمى
|,hitam,هيتم
|,hitam-legam,هيتم ـ لݢم
|,hitung,هيتوڠ
|,hitungan,هيتوڠن
|,hiwalah,حوالة
|,hiyayat,حياية
|,ho,هو
|,hob,هوب
|,hobat,هوبت
|,hobatan,هوبتن
|,hobi,هوبي
|,hodah,هوده
|,hodoh,هودوه
|,hoh,هوه
|,hoha,هوها
|,hohah,هوهه
|,hoi,هوي
|,hoki,هوکي
|,hol,هول
|,holistik,هوليستيک
|,holmium,هولميوم
|,holofit,هولوفيت
|,holofrasa,هولوفراسا
|,holofrasis,هولوفراسيس
|,holograf,هولوݢراف
|,holografi,هولوݢرافي
|,hologram,هولوݢرم
|,holozoik,هولوزوءيک
|,homeopati,هوميوڤاتي
|,homeostasis,هوميوستاسيس
|,hominid,هومينيد
|,homisid,هوميسيد
|,homo-,هومو ـ 
|,homofobia,هوموفوبيا
|,homofon,هوموفون
|,homofoni,هوموفوني
|,homogami,هوموݢامي
|,homogen,هوموݢين
|,homograf,هوموݢرف
|,homogram,هوموݢرم
|,homonim,هومونيم
|,homonimi,هومونيمي
|,homoseks,هوموسيکس
|,homoseksual,هوموسيکسوال
|,homoseksualiti,هوموسيکسواليتي
|,hompej,هومڤيج
|,hon,هون
|,honar,هونر
|,honggar,هوڠݢر
|,hongkoe,هوڠکوي
|,honorarium,هونوراريوم
|,honoris kausa,هونوريسکاوسا
|,hopmandur,هورمندور
|,horas,هورس
|,hore,هوري
|,horizon,هوريزون
|,horizontal,هوريزونتل
|,hormat,حرمت
|,hormat-menghormati,حرمت ـ مڠحرمتي
|,hormon,هورمون
|,hornblend,هورنبليند
|,hornfels,هورنفيلس
|,horologi,هورولوݢي
|,horoskop,هوروسکوڤ
|,hortikultur,هورتيکولتور
|,hos,هوس
|,hosieri,هوسيئري
|,hoskut (hauskot),هوسکوت
|,hospital,هوسڤيتل
|,hospitaliti,هوسڤيتاليتي
|,hostel,هوستيل
|,hosti,هوستي
|,hot dog,هوتدوݢ
|,hotak,هوتق
|,hotel,هوتيل
|,hoverkraf,هوۏرکرف
|,hua,هو
|,hubah,حبه
|,hubaya,هوباي
|,hubaya-hubaya,هوباي٢
|,hubub,هبوب
|,hububan,هبوبن
|,hubung,هوبوڠ
|,hubungan,هوبوڠن
|,hud,هود
|,hudhud,هودهود
|,hudud,حدود
|,huh,هوه
|,hui,هوي
|,hujah (fitnah),هوجه
|,hujah (pendapat),حجه
|,hujahan,حجهن
|,hujan,هوجن
|,hujan-hujan,هوجن٢
|,huji,هوجي
|,hujung,هوجوڠ
|,hujungan,هوجوڠن
|,huka,هوک
|,hukah,هوقه
|,hukama,حکماء
|,hukka,هوککا
|,hukum,حکوم
|,hukuman,حکومن
|,hukum-hakam,حکوم ـ حکام
|,hula,هولا
|,hula-hula,هولا٢
|,hulah,هوله
|,hulu,هولو
|,huluan,هولوان
|,hulubalang,هولوبالڠ
|,hulur,هولور
|,huluran,هولورن
|,hum,هوم
|,huma,هوما
|,humanisme,هومانيسمى
|,humanistik,هومانيستيک
|,humban,هومبن
|,humbanan,هومبنن
|,humbas,هومبس
|,humektan,هوميکتن
|,humerus,هومروس
|,humor,هومور
|,humus,هوموس
|,hun,هون
|,huna,هونا
|,hungap,هوڠڤ
|,huni,هوني
|,hunjam,هونجم
|,hunjaman,هونجمن
|,hunjin,هونجين
|,hunus,هونوس
|,hupo,هوڤو
|,hurai,هوراي
|,huraian,هوراين
|,hurikan,هوريکن
|,huru-hara,هورو ـ هارا
|,huruf,حروف
|,hurufiah,حروفيه
|,hurung,هوروڠ
|,hus,هوس
|,husar,هوسر
|,huskot,هوسکوت
|,husy,هوش
|,hut,حوت
|,hutan,هوتن
|,hutang,هوتڠ
|,hutangan,هوتڠن
|,hutang-piutang,هوتڠ ـ ڤيوتڠ
|,huyung,هويوڠ
|,huyung-hayang,هويوڠ ـ هايڠ
|,
